label,content
scam,Shopee gửi thư: Tài khoản của bạn đang được nâng cấp lên Shopee Mall Seller. Nạp 2 triệu VNĐ để kích hoạt và nhận đơn hàng đầu tiên.
ham,Orh tôi nói bạn nói bây giờ cô ấy vẫn không tin.
scam,"💰[Việc làm part-time] Thu nhập 500K-2 triệu/ngày, hỗ trợ vốn cho nhân viên mới."
scam,Nhận Cờ Đỏ hoặc Cờ Color chính thức của Anh trên Yer Mobile cho trò chơi tối nay!
spam,Vinamilk Optimum: Giảm 55% sữa cho bé!
spam,"[VNPT] 📡 GÓI INTERNET CÁP QUANG! Tốc độ 200Mbps chỉ 180K/tháng, tặng kèm bộ phát WiFi 6 trị giá 800K. Cam kết ổn định 99,9% uptime. Đăng ký lắp đặt miễn phí trong ngày!"
ham,"Những gì tôi đang nói là nếu bạn chưa nói rõ ràng cho Nora, tôi biết ai đó có lẽ tôi sẽ không bận tâm"
spam,🚴[Giant Vietnam] SALE XE ĐẠP THỂ THAO!\n🚲 Giảm giá nhiều mẫu xe hot.\n🛒 Mua ngay hôm nay!
ham,Chi phí vỏ ur hdd của bạn đã bao nhiêu.
spam,"Subject: Nâng ngực không cần phẫu thuật\n\nGiải pháp thẩm mỹ nội khoa an toàn, hiệu quả tức thì.\nĐặt lịch miễn phí: tmvdoctor.vn"
scam,📞[CSGT] Xe của bạn bị ghi nhận lỗi vượt đèn đỏ tại Quận 7.
ham,Tôi đã đến phòng thí nghiệm của bạn nhưng không có ai ở đó.
scam,Ngân hàng ACB: Giao dịch lạ 200 triệu. Xác nhận hoặc hủy ngay.
spam,🎒[MIA.vn] SALE VALI DU LỊCH!\n✈️ Giảm sâu hàng trăm mẫu vali chính hãng.\n🛒 Mua ngay hôm nay!
ham,K đến với Nordstrom khi bạn hoàn thành
spam,💇[Liêm Barber] CẮT TÓC NAM GIÁ HOT!\n🔥 Tặng voucher cho khách đặt lịch online.\n📍 Ghé ngay hôm nay!
spam,📱[Mobifone] KHUYẾN MÃI NẠP THẺ!\n💥 Tặng thêm 50% giá trị thẻ nạp.\n📲 Nạp ngay hôm nay!
ham,Tôi đói mua một ít thức ăn ngon ... nhưng mẹ n yun dun wan juz mua một chút ...
spam,"[QC] AHAMOVE: 🛵 Thu nhap them voi Ahamove! Giao hang lien tinh linh hoat, nhan don moi luc. Tai xe moi nhan 500K sau 20 don dau. Dang ky ngay tai: ahamove.com hoac 1900 545499."
scam,"📲[ACB Online] Theo quy định mới, tài khoản chưa cập nhật sinh trắc học sẽ bị giới hạn giao dịch từ hôm nay."
scam,Lệnh phong tỏa tài khoản từ Ngân hàng Nhà nước: Do liên quan đến điều tra. Quý khách vui lòng đến chi nhánh gần nhất với giấy tờ gốc.
scam,Công ty Golden Job: Việc nhẹ lương cao 38 triệu. Gửi thông tin cá nhân.
spam,"[QC] COLEARN: Nua cuoi 2025 - hoc IT khong can bang cap. Khoa lap trinh Python/JavaScript co viec ngay sau hoc, luong khoi diem 15-20 trieu. Co viec boi hoan hoc phi. DK: colearn.vn."
ham,Long Beach lor.
spam,"Chào bạn, 🍔🍟\n\n[GrabFood] SIÊU SALE BỮA ĂN HÀNG NGÀY! 🔥\nGiảm đến 65% cho đơn từ 100K, freeship + tặng nước uống. Hôm nay bạn muốn thưởng thức món gì?\n\nĐặt món ngay: [Link GrabFood]"
spam,Aspen Dental: Giảm 50% cấy ghép implant & tẩy trắng răng!
scam,Thông báo từ Zalo: Tài khoản của bạn trúng bao lì xì may mắn trị giá 2.000.000đ.\nNhấn vào link để mở và rút tiền về tài khoản ngân hàng liên kết.
spam,[HDSeason]TRẢGÓP0%!\nMuasắmthảgakhônglolãisuất.\nKíchhoạtưuđãi!
spam,"[QC] PAYOO: Thanh toan hoa don dien, nuoc, internet, truyen hinh tai Payoo hoan 10K/hoa don. Toi da 5 hoa don/thang. Thanh toan tai: payoo.vn hoac tai App Payoo."
spam,"Subject: Bạn đã trúng thưởng iPhone 15 Promax\n\nChúc mừng! Bạn là khách hàng may mắn của chương trình Tri ân khách hàng"".\nXác nhận ngay: trungthuong.today/claim\n\n(Phí ship 200k)"""
ham,Hôm nay đang đi học đại học nên không thể tham dự lớp học.
scam,Sacombank: Đăng nhập lạ từ IP nước ngoài. Click thay đổi mật khẩu khẩn cấp.
spam,[ShopeeFood] DEAL ĂN UỐNG CỰC HOT!\nNhập mã FOOD50 giảm 50K cho đơn từ 120K.\nĐặt món ngay để nhận freeship!
spam,🍜[Marukame Udon] DEAL MÌ UDON!\n🔥 Giảm giá combo ăn trưa đặc biệt.\n📍 Đặt món ngay hôm nay!
spam,Apollo English: Giảm 55% học phí khóa hè tiếng Anh. Đăng ký ngay!
spam,[Now.vn] ƯU ĐÃI ĂN UỐNG!\nGiảm 40% + freeship cho đơn từ 80K. Đặt món ngay!
spam,"[QC] AN KHANG PHARMA: Vitamin tong hop Blackmores, Swisse nhap khau chinh hang giam 20%. Mua tu 3 hop giam them 10%. Giao hang mien phi HCM+HN cho don tu 200K. Dat: ankhang.vn."
scam,"Subject: Cảnh báo: Email của bạn sắp hết dung lượng\n\nHộp thư của bạn đã đạt 99% dung lượng cho phép (49.5 GB / 50 GB).\n\nĐể tiếp tục nhận và gửi email, bạn cần nâng cấp dung lượng miễn phí theo chính sách IT của công ty.\n\nNâng cấp tại đây: http://mail-upgrade-quota.net\n\nHelpdesk IT Department."
ham,Chúa đã tạo ra khoảng cách giữa các ngón tay của bạn để Fat Sum1 rất đặc biệt sẽ lấp đầy những khoảng trống đó bằng cách nắm tay bạn .. Bây giờ xin đừng hỏi bạn đã tạo ra rất nhiều khoảng cách giữa hai chân !!!
spam,[Vietjet Air] SIÊU KHUYẾN MÃI!\nVé chỉ từ 99K/chiều. Đặt vé ngay để nhận ưu đãi.
spam,🎨[ArtBox] KHÓA HỌC VẼ HOT!\n🖌️ Ưu đãi học phí cho lớp học cuối tuần.\n📚 Đăng ký ngay!
ham,Y de hỏi như thế này.
ham,"Chưa có chikku..có đến phòng nw, tôi đang ở trong xe buýt .."
scam,"Điện thoại di động mới từ năm 2004, phải đi!"
spam,🎊[MoMo] THỨ 6 HOÀN TIỀN!\n💥 Thanh toán hóa đơn nhận voucher ăn uống.\n📲 Mở ví MoMo ngay!
scam,09066362231 khẩn cấp!
spam,💄[Cocoon Vietnam] MỸ PHẨM THUẦN CHAY SALE HOT!\n✨ Serum và kem dưỡng giảm giá cực hấp dẫn.\n🛍️ Mua ngay hôm nay!
scam,"Subject: Re: Sao kê giao dịch tháng 4\n\nChị Trang ơi, bên e gửi chị sao kê chi tiết từng giao dịch trong tháng.\nXem online: vcb-banking.live/saoke"
scam,"TÒA ÁN NHÂN DÂN: Thông báo triệu tập về việc nợ quá hạn ngân hàng. Nếu không thanh toán trong 24h, tài khoản của bạn sẽ bị phong tỏa vĩnh viễn."
scam,Tiki: Tài khoản của bạn bị hack. Click link khôi phục ngay trước khi mất hết xu.
spam,Bệnh viện Hồng Ngọc: Gói khám sức khỏe giảm 48%. Đăng ký sớm!
spam,🍜[Lẩu Phan] DEAL BUFFET SIÊU HOT!\n🔥 Giảm giá đặc biệt cho nhóm từ 4 người.\n📍 Đặt bàn ngay hôm nay!
spam,"Subject: Bán lẻ sỉ quần áo trẻ em xuất dư\n\nHàng xuất đi Mỹ, giá chỉ từ 35K. Miễn phí ship đơn đầu.\nXem hàng: zalo.me/0902....."
scam,"Chào mừng bạn đến chọn, một dịch vụ O2 với các lợi ích bổ sung."
scam,Thông báo nhận ưu đãi mới từ hệ thống khách hàng.
scam,"Thông báo từ cơ quan chức năng: phương tiện của bạn đang có vi phạm phạt nguội chưa xử lý. Nếu không xác minh trong hôm nay, hồ sơ sẽ được chuyển sang diện cưỡng chế."
scam,"Để có cơ hội giành được tai nghe Bluetooth miễn phí thì chỉ cần trả lời lại với \ ADP \ """""
spam,Shinhan Bank: Vay tín chấp lãi suất chỉ 1.1%/tháng!
spam,Ưu đãi đặc biệt! Vietnam Airlines giảm 55% vé khứ hồi Hà Nội - TP.HCM. Đặt vé sớm nhận giá tốt nhất.
scam,Shopee: Tài khoản của bạn đạt cấp Diamond. Nhận 25 triệu xu ngay.
ham,"Đối với các Okors tuyệt vời, có một tháng tuyệt vời."
spam,📺[LG Electronics] SIÊU SALE GIA DỤNG!\n✨ Máy lạnh và máy giặt giảm giá cuối tuần.\n🛒 Mua ngay hôm nay!
scam,Sở Y tế: Bạn thuộc nhóm nhận hỗ trợ 7 triệu tiền vaccine. Click nhận tiền.
scam,"📲[Telegram HR] Tuyển cộng tác viên đánh giá sản phẩm online, lương nhận cuối ngày."
spam,🍰[Tous Les Jours] NGỌT NGÀO MỖI NGÀY!\n🎁 Mua bánh kem tặng thức uống bất kỳ.\n📍 Ghé cửa hàng gần nhất ngay!
ham,Điều gì đã xảy ra với điều hành trình
scam,Cơ quan Bảo hiểm Xã hội gửi thông báo: Quý người lao động có khoản hỗ trợ Covid 4.5 triệu. Nhận ngay bằng cách xác minh thông tin cá nhân.
ham,Vui lòng đặt vé vào đêm thứ bảy từ Chennai đến Thirunelvali và một lần nữa từ Tirunelvali đến Chennai vào ngày Chủ nhật ... Tôi đã thấy trên mạng..không có vé có sẵn..Tôi muốn đặt vé qua giải quyết ..
ham,"Subject: Cảnh báo đăng nhập - Tài khoản TPBank của bạn\n\nBạn vừa đăng nhập TPBank lúc 08:32 từ thiết bị iPhone 15 tại TP.HCM. Nếu đây là bạn, bỏ qua tin nhắn này. Nếu không phải, gọi ngay 1800 58 58 85."
ham,haha nhưng không có tiền leh ... sau đó phải đi học phí ... haha và tìm kiếm các vị trí trống để học lái xe
ham,"Chúa Kitô sống, những gì đang mất bạn quá lâu"
ham,Giao dịch NEFT với số tham chiếu & lt;#& gt;
spam,"Kính gửi Quý khách,\n\n[Agoda] SALE KHÁCH SẠN TOÀN QUỐC!\nGiảm đến 50% + ưu đãi hoàn tiền. Đặt phòng hè tiết kiệm.\n\nĐặt ngay: [Link Agoda]"
scam,"Xin chào, các cô gái gợi cảm đang chờ bạn nhắn tin cho họ."
scam,T|I|K|T|O|K T|U|Y|E|N D|U|N|G C|T|V. L|U|O|N|G C|A|O. L|I|N|K: tiktok-job.top.
scam,Thông báo từ Công an tỉnh: Quý công dân bị cáo buộc vi phạm pháp luật mạng. Cung cấp số điện thoại và email để phối hợp làm rõ trong 48 giờ.
scam,"Kính gửi công dân,\nCơ quan chức năng ghi nhận phương tiện của bạn có vi phạm chưa hoàn tất xử lý. Đề nghị phối hợp xác minh thông tin theo hướng dẫn từ hệ thống.\nTrân trọng."
ham,Lol grr mẹ tôi đang lấy mãi mãi với đơn thuốc của tôi.
spam,"Subject: Dung thu Mien phi Phan mem Quan ly Ban hang CRM 2024\n\nKính gửi Quý Khách hàng,\n\nBạn đang mệt mỏi vì quản lý data khách hàng bằng Excel? Thất thoát doanh thu do quên chăm sóc khách?\n\nBizCRM mang đến giải pháp toàn diện:\n- Quản lý leads, deals\n- Tích hợp Zalo ZCA, Tổng đài\n- Báo cáo tự động\n\nĐăng ký dùng thử 14 ngày miễn phí: bizcrm.vn/dang-ky"
scam,"Chủ sở hữu chứng từ thân mến, để yêu cầu đề nghị tuần này, tại PC của bạn, vui lòng truy cập http://www.e-tlp.co.uk/reward."
spam,"[Vinasun] NHẬP MÃ VNS50 - GIẢM 50% CHUYẾN ĐI TIẾP THEO\nĐặt xe qua ứng dụng Vinasun App để nhận ưu đãi di chuyển tiết kiệm. Xe đời mới, sạch sẽ, bác tài tận tâm. Giá cước luôn hiển thị minh bạch trước mỗi chuyến đi."
ham,"Ồ tốt, tôi sẽ đến tối nay"
spam,"[Vua Nệm] NỆM CAO SU GIẢM ĐẾN 50% - TẶNG BỘ GỐI CAO CẤP\nNgủ ngon hơn mỗi đêm với những dòng nệm chất lượng hàng đầu. Hỗ trợ trả góp 0%, miễn phí vận chuyển tận giường. Ghé cửa hàng Vua Nệm để nằm thử và cảm nhận."
spam,"Subject: Notification: Your MoMo e-wallet just received 50,000 VND\n\nVí MoMo của bạn vừa được cộng 50.000đ từ chương trình giới thiệu bạn bè. Số dư hiện tại: 185.000đ.\n\nXem lịch sử giao dịch: momo.vn/history"
spam,[QC] VIETTEL PAY: NAP TIEN DIEN THOAI TANG TIEN! Nan tu 100K len dau so Viettel nhan ngay 20K tien thuong. Ap dung 5 lan/thang/thue bao. Nap ngay qua App Viettel Money!
ham,Chờ đợi. Tôi sẽ ra ngoài .. & lt;#& gt;
scam,"Một vài người đang ở trong trò chơi, tôi đang ở trung tâm thương mại với Iouri và Kaila"
scam,"Subject: Thông báo hoàn tiền từ Grab - Nhận ngay 250k\n\nChào bạn,\nGrab xác nhận bạn đủ điều kiện nhận hoàn tiền 250.000đ từ chương trình loyalty tháng 4. Nhận tiền qua link xác nhận dưới đây trước 17/5:\n\ngrab-refund.vn/claim?user=gvn392\n\n(Link chỉ hoạt động 1 lần)"
scam,"Cảm ơn đơn đặt hàng nhạc chuông của bạn, số tham chiếu X49. di động của bạn sẽ được tính phí 4.50."
ham,Piss đang nói là một người nhận ra bạn điểm này là nó. (Bây giờ đọc nó ngược)
spam,"Kính gửi Quý khách,\n\n[Adidas] ULTRA BOOST SALE!\nGiày thể thao giảm đến 55%. Voucher thêm 200K cho đơn từ 1 triệu.\n\nMua ngay!"
scam,Subject: Thông báo từ phòng nhân sự\n\nAnh/Chị vui lòng cập nhật lại thông tin thuế TNCN năm 2026 qua link: hr-tax-update.company.vn/id392
ham,Lên đến ì _... Ì wan đến sau đó đến ... nhưng tôi không biết váy sọc nào ...
ham,Vui lòng gửi ai đó đến căn hộ của bạn trước & lt; thập phân & gt;
spam,"Kính gửi Quý khách hàng, 🎮\n\n[Shopee Gaming Gear] SALE PHỤ KIỆN GAMING! 🕹️\nGiảm đến 70% bàn phím cơ, chuột gaming, ghế gaming. Deal cực hot!\n\nXem ngay!"
ham,Havent mua sắm ngay bây giờ tôi chỉ đến
ham,;-) Được rồi.
ham,Nói cho tôi biết PA.
ham,Oh k :) sau vị trí đó ah?
spam,[ShopeeFood] TRÀ SỮA ĐỒNG GIÁ!\nHàng trăm deal trà sữa chỉ từ 19K.\nĐặt ngay trên ứng dụng!
spam,World Gym: Giảm 68% gói tập hè + tặng 3 tháng miễn phí!
ham,\ Giữ vấn đề của bạn trong trái tim của bạn
scam,"Subject: Re: Payment confirmation - Order #ORD-39284\n\nChào bạn,\nĐơn hàng của bạn đã thanh toán thành công. Nhưng chúng tôi cần xác nhận lại thông tin giao hàng. Click đây: delivery-update.vn/order/39284"
spam,"[Duolingo] 🦉 HỌC TIẾNG ANH MIỄN PHÍ! Nâng cấp Duolingo Plus 3 tháng chỉ 99K, giảm 70%. Luyện tập không quảng cáo, tải bài học offline. Học mỗi ngày 10 phút, tiến bộ thấy rõ. Đăng ký ngay!"
ham,Tôi cảm ơn bạn rất nhiều vì tất cả những gì bạn làm với sự vị tha.
ham,"Xin lỗi, tôi nhớ em."
spam,"Kính gửi Anh/Chị,\n\n[Vietjet Air] SIÊU SALE VÉ MÁY BAY!\nVé bay chỉ từ 99K. Đặt vé ngay để nhận giá tốt nhất năm.\n\nĐặt vé: [Link Vietjet]"
spam,"[QC] DOCTOR DONG: Vay tieu dung 1-10 trieu giai ngan 15 phut. Tra no linh hoat tu 3-12 thang. Lai suat minh bach, khong phat sinh phi an. DK tai doctordong.vn hoac 1800 599 928."
ham,Tôi đã cho bạn bao nhiêu.
spam,"[Tiki] SÁCH HAY GIẢM 50% - ĐỌC CẢ HÈ KHÔNG HẾT\nTiki hân hạnh mang đến hội sách online lớn nhất năm. Đầy đủ các đầu sách kinh tế, kỹ năng và văn học với giá cực hời. TikiNOW giao nhanh 2h, mua ngay hôm nay!"
spam,[Email Coolmate] DEAL THỜI TRANG NAM!\nCombo áo thun và quần short giảm sâu.\nĐặt hàng ngay!
scam,💰[Chứng khoán VIP] Nhóm nội bộ đang chia sẻ mã cổ phiếu tăng trần.
spam,Decathlon: Giảm đến 65% dụng cụ thể thao hè!
ham,Chỉ tò mò vì vì tôi đã hỏi tôi đang làm gì
spam,🧥[Routine] ƯU ĐÃI ĐỘC QUYỀN!\n💥 Giảm thêm 20% cho bộ sưu tập mới.\n🛍️ Khám phá ngay!
ham,"Okey dokey, tôi sẽ kết thúc một chút chỉ sắp xếp một số thứ ra."
scam,Câu lạc bộ nhạc chuông: GR8 New Polys trực tiếp đến điện thoại di động của bạn mỗi tuần!
ham,"Mẹ kiếp ... anh nhớ em rồi, em biết không?"
scam,Thông báo từ trung tâm hỗ trợ khách hàng.\nHồ sơ xác minh của bạn đang bị thiếu thông tin.
scam,Subject: Thông báo tuyển dụng Vietcombank 2026\n\nChúc mừng bạn đã vượt qua vòng hồ sơ. Truy cập link để xem lịch phỏng vấn.\nLink: tuyendung-vcb.click/lichtrinh\nID ứng viên: APP-2405
scam,"Subject: Fwd: Hợp đồng thuê văn phòng Q2\n\nSếp ơi,\nEm gửi bản revised hợp đồng thuê văn phòng. Sếp xem và ký điện tử giúp em."
scam,Dịch vụ SMS cho các khoản tín dụng văn bản bao gồm của bạn PLS GOTTO www.comUK.NET Đăng nhập 3QXJ9 Hủy đăng ký không dừng không có phí trợ giúp 08702840625 comuk.220cm2 9ae
ham,Cập nhật Wylie: Đại lý Weed của tôi Carlos đã đến tự do và có một lớp học với Lunsford
scam,Cục An ninh mạng: Phát hiện tài khoản của bạn liên quan đến hành vi rửa tiền.\nYêu cầu đăng nhập xác minh tại http://an-ninh-mang.xyz để chứng minh tài chính.
ham,Tôi thích nói chuyện PA nhưng không thể.
spam,"Kính gửi Quý khách hàng,\n\n[Sunrise Hotel] KHUYẾN MÃI NGHỈ DƯỠNG!\nGiảm 50% phòng + buffet sáng miễn phí. Áp dụng đến 30/06.\n\nĐặt phòng ngay!"
spam,Subject: 🏖 Hè này bay đi đâu? Săn vé từ 0đ với VietJet\n\nVietJet Air Flash Sale:\n✈ HCM - Phú Quốc: từ 0đ\n✈ HCM - Đà Nẵng: từ 99k\n✈ HCM - Hà Nội: từ 149k\n\nĐặt vé: vietjetair.com/sale?utm_source=email_may\n\nÁp dụng đến hết 17/5. Chưa bao gồm thuế phí.
spam,"Kính gửi Quý khách, Pampers: Giảm 60% tã dán & quần tã!"
scam,Thong bao: Lenh bat tam giam doi voi ong/ba do vi pham luat giao thong va bo tron. Click de xem chi tiet lenh bat: congan-hcm.com/lenh-bat.
ham,Điện thoại của tôi
scam,📊[Crypto Trading] Hệ thống giao dịch AI cam kết lợi nhuận ổn định mỗi ngày.
scam,[VNeID] Cảnh báo: Mã định danh của bạn bị trùng lặp với người khác.\nHãy truy cập https://vneid-update.xyz để xác minh lại thông tin căn cước.
scam,"Chào bạn,\nHiện công ty đang mở rộng đội ngũ làm việc bán thời gian online. Công việc phù hợp sinh viên hoặc người cần thêm thu nhập. Không cần kinh nghiệm và có thể bắt đầu ngay sau khi đăng ký.\nPhòng nhân sự."
ham,Mẹ yêu cầu ì_ mua thực phẩm về nhà ...
scam,🔒[Google Security] Gmail của bạn đang bị truy cập từ thiết bị lạ tại Malaysia.
ham,Tôi đã nói với bạn mọi thứ sẽ dừng lại.
scam,Thông báo từ Sở Tư pháp: Giấy phép kinh doanh của Quý doanh nghiệp sắp bị thu hồi do vi phạm quy định. Nộp phạt hành chính 15 triệu VNĐ trong 48 giờ để gia hạn.
scam,"Subject: Re: Bảng lương nhân viên tháng 5\n\nEm gửi link file bảng lương, anh xem nếu có sai sót báo em nhé.\nLink: https://hr-management.ddns.net/luongT5\nPass: 123456"
ham,Ok ... cho bạn biết khi tôi rời khỏi nhà.
ham,Tôi sẽ nói chuyện với những người khác và có lẽ chỉ cần đến sớm vào ngày mai
scam,Tuyển nhân viên nhập liệu tại nhà lương 10 triệu/tháng.\nYêu cầu có tài khoản ngân hàng để nhận lương ứng trước tháng đầu tiên.
spam,📚[Fahasa] SALE SÁCH TOÀN QUỐC!\n✨ Hàng ngàn đầu sách giảm đến 60%.\n📦 Đặt mua ngay để nhận freeship!
spam,Lifebuoy: Ưu đãi xà phòng & gel tắm!
spam,🎮[Steam Wallet] NẠP GAME NHẬN ƯU ĐÃI!\n💎 Nhận thêm credit khi nạp trong hôm nay.\n🕹️ Tham gia ngay!
ham,"Như thường lệ..IAM tốt, hạnh phúc & amp;"
scam,"Tones mới trong tuần này bao gồm: 1) McFly-all ab .., 2) Sara Jorge-Shock .. 3) Will Smith-Switch .. Để đặt hàng theo hướng dẫn theo hướng dẫn tiếp theo"
ham,Tôi tiếp tục nhìn thấy những thứ kỳ lạ và tất cả
scam,"Shopee Affiliate: Bạn được chọn làm KOL, hoa hồng 40%. Nạp 3 triệu vốn ban đầu."
ham,Có 2 & lt;#& gt;
scam,Lazada: Quý khách trúng giải 50 triệu. Cung cấp số tài khoản để chuyển tiền trong ngày.
spam,"[QC] BIG C: Sale lon nhat he 2025: Thuc pham, do uong, my pham giam den 50%. The thanh vien uu dai them 5%. Tang voucher 100K cho don tu 500K. Den ngay 30/6 tai Big C gan ban!"
spam,[QC] MANULIFE: Bảo vệ sức khỏe toàn diện chỉ từ 150K/tháng. Quyền lợi bảo hiểm nhân thọ + tai nạn + bệnh hiểm nghèo. Tư vấn miễn phí: 1800 1116. Tu choi QC: Soan NO gui 9241.
spam,"[VIB] MỞ THẺ TÍN DỤNG ONLINE - NHẬN VOUCHER 1 TRIỆU ĐỒNG\nChỉ cần 5 phút đăng ký trên ứng dụng MyVIB, nhận ngay thẻ ảo sử dụng tức thì. Hoàn tiền đến 10% cho các giao dịch trực tuyến và ẩm thực. Đăng ký ngay!"
spam,[Grab] ĐẶT XE GIẢM NGAY!\nNhập mã GRAB20 giảm 20% cho chuyến đi đầu tiên.\nĐặt xe ngay trên ứng dụng Grab!
ham,"K, Chờ Chikku..L gửi aftr & lt;#& gt;"
scam,"Subject: Thông báo tạm ngưng dịch vụ do vi phạm chính sách sử dụng\n\nChào bạn, tài khoản quản trị Cloud của bạn bị hệ thống ghi nhận có hành vi khai thác bất thường. Bạn cần truy cập https://cloud-policy-check.net/verify-account để giải trình và xác thực thông tin, nếu không toàn bộ máy chủ và dữ liệu sẽ bị xóa sau 4 giờ."
scam,"Subject: FW: Biên bản nghiệm thu công trình - Dự án X\n\nAnh Khôi ơi, bên đối tác vừa gửi lại bản chỉnh sửa biên bản nghiệm thu. Anh kiểm tra kỹ các thông số kỹ thuật trong file đính kèm rồi ký xác nhận điện tử giúp em để kịp gửi cho chủ đầu tư trước ngày mai nhé: https://drive-secure-file-transfer.com/nghiem-thu-du-an-X.pdf."
scam,"Subject: [Ưu đãi đặc biệt] Nhận ngay 1 năm xem Netflix miễn phí\n\nChào bạn, nhân dịp sinh nhật đối tác, bạn là 1 trong 50 khách hàng may mắn nhận được gói Netflix Premium 1 năm. Nhấn vào link: https://netflix-promo-gift.vn/active-account để kích hoạt quà tặng trước khi mã hết hạn."
scam,"Subject: Yêu cầu cập nhật thông tin CCCD gắn chip theo quy định\n\nKính gửi quý khách, theo thông báo từ ngân hàng, bạn cần cập nhật thông tin CCCD gắn chip mới nhất để tránh bị khóa tài khoản ngân hàng điện tử. Vui lòng truy cập trang xác thực tại: https://dichvu-cong-update-cccd.net để hoàn tất thủ tục."
scam,"Subject: Đơn hàng Shopee #44921 của bạn đang gặp sự cố giao hàng\n\nChào bạn, gói hàng của bạn bị hư hỏng trong quá trình vận chuyển. Để được bồi thường giá trị đơn hàng, vui lòng cung cấp thông tin tài khoản ngân hàng nhận tiền hoàn tại đường dẫn: https://shopee-refund-support.site/process-claim."
scam,"Subject: [HR] Mời tham dự buổi đào tạo kỹ năng mềm tuần tới\n\nChào mọi người, phòng đào tạo mời các bạn tham gia khóa học trực tuyến về kỹ năng quản lý thời gian. Vui lòng xem nội dung khóa học và xác nhận tham gia tại file: https://training-internal-portal.net/dang-ky-khoa-hoc.doc. Cần hoàn tất đăng ký trước thứ 6 nhé."
scam,"Subject: Thông báo phát sinh phí vận chuyển quốc tế\n\nChào anh, lô hàng nhập khẩu từ Trung Quốc của anh đã về tới kho nhưng đang thiếu phí dịch vụ hải quan. Anh vui lòng chuyển khoản số tiền 550.000đ vào stk: 091xxxxxxx (ACB - Nguyen Van C) để bên em xuất kho giao hàng ngay trong ngày."
scam,"Subject: [Security Alert] Phát hiện đăng nhập lạ vào tài khoản Facebook\n\nChúng tôi ghi nhận một lượt truy cập vào tài khoản của bạn từ thiết bị Samsung S24 tại Đà Nẵng. Nếu không phải bạn, hãy truy cập https://facebook-security-check.site/login-recovery để đổi mật khẩu và bảo mật lại tài khoản ngay."
scam,"Subject: Re: Báo giá linh kiện máy tính - [Cập nhật giá tháng 6]\n\nAnh Khôi ơi, giá ram và ổ cứng đợt này biến động mạnh, em gửi lại báo giá mới nhất để bên mình kịp chốt số lượng nhé. File gửi kèm server bên em: https://storage-company-vn.com/bao-gia-thang-6.zip. Password vẫn là mã khách hàng cũ anh nhé."
scam,"Subject: [Thông báo] Nhận ngay ưu đãi hoàn tiền 20% khi thanh toán bằng thẻ VIB\n\nChào quý khách, bạn đã đủ điều kiện nhận ưu đãi hoàn tiền 20% cho giao dịch gần nhất. Vui lòng nhấn vào link sau để kích hoạt nhận tiền: https://vib-rewards-center.net/activate-cashback. Lưu ý ưu đãi chỉ có hiệu lực trong 30 phút."
spam,"Subject: Re: Đơn hàng #VN39281 của bạn\n\nChào anh, đơn hàng laptop Dell đã được chuẩn bị xong. Anh chuyển khoản 2.450k để em ship ngay hôm nay nhé.\n\nCảm ơn anh nhiều!\nHotline: 0901.234.567\n\n--\nTeam Sales, TechStore"
scam,"Subject: Fwd: Updated quotation - Dự án phần mềm Q3\n\nKính gửi chị Lan,\n\nEm là Huy bên nhà thầu phụ. Anh sếp em nhờ update quotation mới sau khi chỉnh scope. Chị check file đính kèm và confirm giúp trước 5h chiều nay để bên em proceed.\n\nCảm ơn chị.\n\nTrân trọng,\nNguyễn Văn Huy\nProject Coordinator\nFile: quotation_updated_v2.pdf"
spam,"Subject: 🎉 Khách VIP ơi, điểm thưởng của bạn sắp hết hạn\n\nChào bạn dang_vn,\nBạn đang có 1.250 điểm tại Tiki. Dùng ngay trước 31/5 để nhận voucher 200k giảm đơn từ 500k. Click xem chi tiết: tiki.vn/reward/abc123\n\nCảm ơn bạn đã mua sắm!\n\nTiki Team\nNếu không muốn nhận tin, bấm hủy"
scam,"Subject: Invoice #INV-20260524 - Thanh toán phí hải quan lô hàng\n\nKính gửi Quý khách,\nLô hàng điện thoại của công ty anh đang bị giữ tại kho Hải quan Tân Sơn Nhất. Phí phát sinh 8.7 triệu. Vui lòng chuyển khoản theo thông tin mới đính kèm để nhận hàng trong 48h.\n\nCảm ơn sự hợp tác.\n\nCục Hải quan TP.HCM"
spam,"Subject: Webinar miễn phí: Cách scale Facebook Ads 2026\n\nBạn đang muốn tăng doanh số online? Join webinar tối nay 8pm với anh Minh - Top 1% advertiser VN.\nĐăng ký ngay: bit.ly/webinar-scale2026\n\nCó Q&A và giveaway voucher 5 triệu.\n\nBest regards,\nGrowthTeam - MarKetingPro"
scam,"Subject: Re: Hợp đồng lao động tháng 6\n\nChào em,\nAnh là HR của công ty. Do thay đổi ngân hàng đối tác, em update thông tin tài khoản nhận lương tháng này theo file mới nhé. Deadline chiều mai.\n\nCảm ơn em.\n\nNguyễn Thị Hương\nHR Manager\nFile: bank_update_form.docx"
spam,"Subject: [Lazada] Đơn hàng #LZD938291 đang chờ thanh toán\n\nBạn ơi, đơn giày Nike của bạn đang được giữ lại vì chưa thanh toán. Click thanh toán trong 2h để nhận ngay: lazada.vn/order/938291\n\nCảm ơn bạn!\n\nLazada Vietnam"
